Name,Year.of.deployment,Type.of.wreck,Location.Country,Location.City.State.Province,Location.Water.Body,Depth,Latitude,Longitude,Accuracy,Last.update,Source,Notes,ISO.Country.Code,ISO.Country.Code.1,ISO.Country.Code.state.province,ID,calcite,chlomax,chlomean,chlomin,chlorange,cloudmax,cloudmean,cloudmin,damax,damean,damin,dissox,nitrate,parmax,parmean,ph,phos,salinity,silicate,sstmax,sstmean,sstmin,sstrange,Wreck.Category,Protected.Area,Name.Protected.Area,Near.Coral.ID,Distance.Coral,Near.Aquarium.Name,Distance.Aquarium,Last.update.Year,Last.update.Month,Last.update.Day,Purpose.of.deployment,Method.of.sinking,Baseline.survey,Monitoring,Method.of.monitoring,Research.outcome,Life.span.years,Source.1,Min.Est.Lifespan,Max.Est.Lifespan
Kiawah Reef,,deck barge,USA, South Carolina,North Atlantic Ocean,12,32.47915,-80.00173,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,369,0.002935,2.950000048,2.575999975,2.068000078,0.882000029,0.583999991,0.444000006,0.338999987,0.207000002,0.197999999,0.178000003,5.149000168,0.221000001,55.00799942,38.72100067,8.277000427,0.148200005,33.68299866,1.055999994,28.59199905,21.4260006,13.0710001,15.52099991,service vessel,1,Southeast U.S.,32104,329.475901,South Carolina Aquarium,35.30637816,2015,9,1,,,,,,,,,,
Kiawah Reef,,deck barge,USA, South Carolina,North Atlantic Ocean,12,32.49088,-79.9957,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,370,0.001941,2.141000032,1.878000021,1.412999988,0.727999985,0.573000014,0.448000014,0.342999995,0.175999999,0.169,0.145999998,5.124000072,0.224000007,55.35900116,38.77399826,8.277000427,0.143800005,33.9109993,1.052999973,28.52099991,21.49200058,13.11800003,15.40299988,service vessel,1,Southeast U.S.,32104,328.210663,South Carolina Aquarium,33.91940218,2015,9,1,,,,,,,,,,
Coppedge - Kiawah Reef,,tug,USA, South Carolina,North Atlantic Ocean,12,32.48097,-80.00502,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,371,0.002935,2.950000048,2.575999975,2.068000078,0.882000029,0.583999991,0.444000006,0.338999987,0.207000002,0.197999999,0.178000003,5.149000168,0.221000001,55.00799942,38.72100067,8.277000427,0.148200005,33.68299866,1.055999994,28.59199905,21.4260006,13.0710001,15.52099991,service vessel,1,Southeast U.S.,32104,329.585709,South Carolina Aquarium,35.17257099,2015,9,1,,,,,,,,,50,100
Kiawah Reef,,pusher tug,USA, South Carolina,North Atlantic Ocean,12,32.47952,-80.00622,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,372,0.002935,2.950000048,2.575999975,2.068000078,0.882000029,0.583999991,0.444000006,0.338999987,0.207000002,0.197999999,0.178000003,5.149000168,0.221000001,55.00799942,38.72100067,8.277000427,0.148200005,33.68299866,1.055999994,28.59199905,21.4260006,13.0710001,15.52099991,service vessel,1,Southeast U.S.,32104,329.775069,South Carolina Aquarium,35.35361003,2015,9,1,,,,,,,,,,
Kiawah Reef,,deck barge,USA, South Carolina,North Atlantic Ocean,12,32.47983,-80.0067,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,373,0.002935,2.950000048,2.575999975,2.068000078,0.882000029,0.583999991,0.444000006,0.338999987,0.207000002,0.197999999,0.178000003,5.149000168,0.221000001,55.00799942,38.72100067,8.277000427,0.148200005,33.68299866,1.055999994,28.59199905,21.4260006,13.0710001,15.52099991,service vessel,1,Southeast U.S.,32104,329.787972,South Carolina Aquarium,35.32966011,2015,9,1,,,,,,,,,,
Kiawah Reef,,lash barge,USA, South Carolina,North Atlantic Ocean,12,32.48598,-80.00437,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,374,0.002935,2.950000048,2.575999975,2.068000078,0.882000029,0.583999991,0.444000006,0.338999987,0.207000002,0.197999999,0.178000003,5.149000168,0.221000001,55.00799942,38.72100067,8.277000427,0.148200005,33.68299866,1.055999994,28.59199905,21.4260006,13.0710001,15.52099991,dry bulk carrier,1,Southeast U.S.,32104,329.185119,South Carolina Aquarium,34.61663451,2015,9,1,,,,,,,,,,
Kiawah Reef,,deck barge,USA, South Carolina,North Atlantic Ocean,12,32.4906,-80.00405,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,375,0.002935,2.950000048,2.575999975,2.068000078,0.882000029,0.583999991,0.444000006,0.338999987,0.207000002,0.197999999,0.178000003,5.149000168,0.221000001,55.00799942,38.72100067,8.277000427,0.148200005,33.68299866,1.055999994,28.59199905,21.4260006,13.0710001,15.52099991,service vessel,1,Southeast U.S.,32104,328.836415,South Carolina Aquarium,34.10968859,2015,9,1,,,,,,,,,,
Kiawah Reef,,hopper barge,USA, South Carolina,North Atlantic Ocean,12,32.49218,-80.00405,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,376,0.002935,2.950000048,2.575999975,2.068000078,0.882000029,0.583999991,0.444000006,0.338999987,0.207000002,0.197999999,0.178000003,5.149000168,0.221000001,55.00799942,38.72100067,8.277000427,0.148200005,33.68299866,1.055999994,28.59199905,21.4260006,13.0710001,15.52099991,dry bulk carrier,1,Southeast U.S.,32104,328.72521,South Carolina Aquarium,33.93857804,2015,9,1,,,,,,,,,,
Page - Edisto Reef,,ship,USA, South Carolina,North Atlantic Ocean,20,32.35903,-80.08807,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,377,0.00192,2.15199995,1.911999941,1.514999986,0.637000024,0.575999975,0.441000015,0.326000005,0.180000007,0.171000004,0.155000001,5.15199995,0.219999999,55.47299957,38.9109993,8.276000023,0.151800007,33.65499878,1.06400001,28.62400055,21.47299957,13.30799961,15.31599998,other,1,Southeast U.S.,32104,344.263884,South Carolina Aquarium,50.26462921,2015,9,1,,,,,,,,,,
YDT-16 - Edisto Reef,,ship,USA, South Carolina,North Atlantic Ocean,20,32.35702,-80.08847,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,378,0.00192,2.15199995,1.911999941,1.514999986,0.637000024,0.575999975,0.441000015,0.326000005,0.180000007,0.171000004,0.155000001,5.15199995,0.219999999,55.47299957,38.9109993,8.276000023,0.151800007,33.65499878,1.06400001,28.62400055,21.47299957,13.30799961,15.31599998,other,1,Southeast U.S.,32104,344.437283,South Carolina Aquarium,50.48848932,2015,9,1,,,,,,,,,,
Edisto Reef,,armored personnel carrier,USA, South Carolina,North Atlantic Ocean,20,32.358,-80.08533,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,379,0.00192,2.15199995,1.911999941,1.514999986,0.637000024,0.575999975,0.441000015,0.326000005,0.180000007,0.171000004,0.155000001,5.15199995,0.219999999,55.47299957,38.9109993,8.276000023,0.151800007,33.65499878,1.06400001,28.62400055,21.47299957,13.30799961,15.31599998,warship,1,Southeast U.S.,32104,344.142012,South Carolina Aquarium,50.29634018,2015,9,1,,,,,,,,,,
Edisto Reef,,armored personnel carrier,USA, South Carolina,North Atlantic Ocean,20,32.35807,-80.0851,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,380,0.00192,2.15199995,1.911999941,1.514999986,0.637000024,0.575999975,0.441000015,0.326000005,0.180000007,0.171000004,0.155000001,5.15199995,0.219999999,55.47299957,38.9109993,8.276000023,0.151800007,33.65499878,1.06400001,28.62400055,21.47299957,13.30799961,15.31599998,warship,1,Southeast U.S.,32104,344.120514,South Carolina Aquarium,50.28250283,2015,9,1,,,,,,,,,,
Edisto Reef,,armored personnel carrier,USA, South Carolina,North Atlantic Ocean,20,32.3578,-80.08603,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,381,0.00192,2.15199995,1.911999941,1.514999986,0.637000024,0.575999975,0.441000015,0.326000005,0.180000007,0.171000004,0.155000001,5.15199995,0.219999999,55.47299957,38.9109993,8.276000023,0.151800007,33.65499878,1.06400001,28.62400055,21.47299957,13.30799961,15.31599998,warship,1,Southeast U.S.,32104,344.206503,South Carolina Aquarium,50.33711415,2015,9,1,,,,,,,,,,
Edisto Reef,,armored personnel carrier,USA, South Carolina,North Atlantic Ocean,20,32.3577,-80.08617,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,382,0.00192,2.15199995,1.911999941,1.514999986,0.637000024,0.575999975,0.441000015,0.326000005,0.180000007,0.171000004,0.155000001,5.15199995,0.219999999,55.47299957,38.9109993,8.276000023,0.151800007,33.65499878,1.06400001,28.62400055,21.47299957,13.30799961,15.31599998,warship,1,Southeast U.S.,32104,344.223725,South Carolina Aquarium,50.35162735,2015,9,1,,,,,,,,,,
Edisto Reef,,armored personnel carrier,USA, South Carolina,North Atlantic Ocean,20,32.35782,-80.08583,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,383,0.00192,2.15199995,1.911999941,1.514999986,0.637000024,0.575999975,0.441000015,0.326000005,0.180000007,0.171000004,0.155000001,5.15199995,0.219999999,55.47299957,38.9109993,8.276000023,0.151800007,33.65499878,1.06400001,28.62400055,21.47299957,13.30799961,15.31599998,warship,1,Southeast U.S.,32104,344.190753,South Carolina Aquarium,50.3293902,2015,9,1,,,,,,,,,,
Edisto Reef,,armored personnel carrier,USA, South Carolina,North Atlantic Ocean,20,32.35773,-80.08473,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,384,0.00192,2.15199995,1.911999941,1.514999986,0.637000024,0.575999975,0.441000015,0.326000005,0.180000007,0.171000004,0.155000001,5.15199995,0.219999999,55.47299957,38.9109993,8.276000023,0.151800007,33.65499878,1.06400001,28.62400055,21.47299957,13.30799961,15.31599998,warship,1,Southeast U.S.,32104,344.118553,South Carolina Aquarium,50.30820046,2015,9,1,,,,,,,,,,
Edisto Reef,,armored personnel carrier,USA, South Carolina,North Atlantic Ocean,20,32.35797,-80.08523,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,385,0.00192,2.15199995,1.911999941,1.514999986,0.637000024,0.575999975,0.441000015,0.326000005,0.180000007,0.171000004,0.155000001,5.15199995,0.219999999,55.47299957,38.9109993,8.276000023,0.151800007,33.65499878,1.06400001,28.62400055,21.47299957,13.30799961,15.31599998,warship,1,Southeast U.S.,32104,344.13702,South Carolina Aquarium,50.296723,2015,9,1,,,,,,,,,,
Edisto Reef,,armored personnel carrier,USA, South Carolina,North Atlantic Ocean,14,32.4228,-80.1998,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,386,0.006752,4.610000134,3.934000015,3.405999899,1.203999996,0.606000006,0.44600001,0.337000012,0.256000012,0.243000001,0.224000007,5.198999882,0.216999993,54.62599945,38.4679985,8.279000282,0.157299995,33.20399857,1.062999964,28.83499908,21.45700073,13.01399994,15.8210001,warship,1,Southeast U.S.,32104,347.874379,South Carolina Aquarium,48.25100521,2015,9,1,,,,,,,,,,
CCA-Edisto reef,,armored personnel carrier,USA, South Carolina,North Atlantic Ocean,14,32.42283,-80.1997,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,387,0.006752,4.610000134,3.934000015,3.405999899,1.203999996,0.606000006,0.44600001,0.337000012,0.256000012,0.243000001,0.224000007,5.198999882,0.216999993,54.62599945,38.4679985,8.279000282,0.157299995,33.20399857,1.062999964,28.83499908,21.45700073,13.01399994,15.8210001,warship,1,Southeast U.S.,32104,347.86495,South Carolina Aquarium,48.24318661,2015,9,1,,,,,,,,,,
CCA-Edisto reef,,armored personnel carrier,USA, South Carolina,North Atlantic Ocean,14,32.42293,-80.1993833,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,388,0.006752,4.610000134,3.934000015,3.405999899,1.203999996,0.606000006,0.44600001,0.337000012,0.256000012,0.243000001,0.224000007,5.198999882,0.216999993,54.62599945,38.4679985,8.279000282,0.157299995,33.20399857,1.062999964,28.83499908,21.45700073,13.01399994,15.8210001,warship,1,Southeast U.S.,32104,347.834742,South Carolina Aquarium,48.21796152,2015,9,1,,,,,,,,,,
CCA-Edisto reef,,armored personnel carrier,USA, South Carolina,North Atlantic Ocean,14,32.42292,-80.19933,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,389,0.006752,4.610000134,3.934000015,3.405999899,1.203999996,0.606000006,0.44600001,0.337000012,0.256000012,0.243000001,0.224000007,5.198999882,0.216999993,54.62599945,38.4679985,8.279000282,0.157299995,33.20399857,1.062999964,28.83499908,21.45700073,13.01399994,15.8210001,warship,1,Southeast U.S.,32104,347.831512,South Carolina Aquarium,48.21623766,2015,9,1,,,,,,,,,,
CCA-Edisto reef,,barge,USA, South Carolina,North Atlantic Ocean,14,32.42228,-80.19608,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,390,0.006752,4.610000134,3.934000015,3.405999899,1.203999996,0.606000006,0.44600001,0.337000012,0.256000012,0.243000001,0.224000007,5.198999882,0.216999993,54.62599945,38.4679985,8.279000282,0.157299995,33.20399857,1.062999964,28.83499908,21.45700073,13.01399994,15.8210001,service vessel,1,Southeast U.S.,32104,347.636741,South Carolina Aquarium,48.11489017,2015,9,1,,,,,,,,,50,100
CCA-Edisto reef,,barge,USA, South Carolina,North Atlantic Ocean,14,32.42158,-80.19367,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,391,0.006752,4.610000134,3.934000015,3.405999899,1.203999996,0.606000006,0.44600001,0.337000012,0.256000012,0.243000001,0.224000007,5.198999882,0.216999993,54.62599945,38.4679985,8.279000282,0.157299995,33.20399857,1.062999964,28.83499908,21.45700073,13.01399994,15.8210001,service vessel,1,Southeast U.S.,32104,347.508017,South Carolina Aquarium,48.06223727,2015,9,1,,,,,,,,,50,100
CCA-Edisto reef,,barge,USA, South Carolina,North Atlantic Ocean,14,32.42157,-80.19662,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,392,0.012237,5.565999985,5.072000027,4.574999809,0.991000175,0.612999976,0.458000004,0.349999994,0.280999988,0.272000015,0.259000003,5.195000172,0.217999995,53.49300003,37.98699951,8.279999733,0.153600007,33.23899841,1.054999948,28.95599937,21.58200073,12.83199978,16.12400055,service vessel,1,Southeast U.S.,32104,347.72555,South Carolina Aquarium,48.20856924,2015,9,1,,,,,,,,,50,100
N. Edisto Nearshore reef,,barge,USA, South Carolina,North Atlantic Ocean,9,32.5177,-80.09987,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,393,0.012237,5.565999985,5.072000027,4.574999809,0.991000175,0.612999976,0.458000004,0.349999994,0.280999988,0.272000015,0.259000003,5.195000172,0.217999995,53.49300003,37.98699951,8.279999733,0.153600007,33.23899841,1.054999948,28.95599937,21.58200073,12.83199978,16.12400055,service vessel,1,Southeast U.S.,32104,333.978922,South Carolina Aquarium,34.42232612,2015,9,1,,,,,,,,,50,100
N. Edisto Nearshore reef,,tank,USA, South Carolina,North Atlantic Ocean,9,32.51813,-80.10068,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,3 army tanks,USA,840,US-SC,394,0.012237,5.565999985,5.072000027,4.574999809,0.991000175,0.612999976,0.458000004,0.349999994,0.280999988,0.272000015,0.259000003,5.195000172,0.217999995,53.49300003,37.98699951,8.279999733,0.153600007,33.23899841,1.054999948,28.95599937,21.58200073,12.83199978,16.12400055,land item,1,Southeast U.S.,32104,334.009427,South Carolina Aquarium,34.41647145,2015,9,1,,,,,,,,,,
N. Edisto Nearshore reef,,deck barge,USA, South Carolina,North Atlantic Ocean,9,32.51725,-80.10173,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,395,0.012237,5.565999985,5.072000027,4.574999809,0.991000175,0.612999976,0.458000004,0.349999994,0.280999988,0.272000015,0.259000003,5.195000172,0.217999995,53.49300003,37.98699951,8.279999733,0.153600007,33.23899841,1.054999948,28.95599937,21.58200073,12.83199978,16.12400055,service vessel,1,Southeast U.S.,32104,334.14727,South Carolina Aquarium,34.54926615,2015,9,1,,,,,,,,,,
N. Edisto Nearshore reef,,deck barge,USA, South Carolina,North Atlantic Ocean,9,32.51767,-80.09925,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,396,0.003767,3.815000057,2.839999914,1.756999969,2.058000088,0.569000006,0.467999995,0.372000009,0.224000007,0.202000007,0.165000007,5.066999912,0.236000001,54.60200119,38.06600189,8.279000282,0.122000001,34.51499939,1.013000011,28.17300034,21.50600052,13.62199974,14.55099964,service vessel,1,Southeast U.S.,32104,333.935122,South Carolina Aquarium,34.3977173,2015,9,1,,,,,,,,,,
Capt. Morgan - CCA-McClellanville Reef,,tug,USA, South Carolina,North Atlantic Ocean,14,32.86345,-79.37473,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,397,0.003767,3.815000057,2.839999914,1.756999969,2.058000088,0.569000006,0.467999995,0.372000009,0.224000007,0.202000007,0.165000007,5.066999912,0.236000001,54.60200119,38.06600189,8.279000282,0.122000001,34.51499939,1.013000011,28.17300034,21.50600052,13.62199974,14.55099964,service vessel,1,Southeast U.S.,32104,257.020163,South Carolina Aquarium,52.23020064,2015,9,1,,,,,,,,,50,100
Duane Merrit - Jimmy Leland Reef,,tug,USA, South Carolina,North Atlantic Ocean,14,32.86407,-79.37467,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,398,0.000607,0.799000025,0.649999976,0.476999998,0.321999997,0.637000024,0.519999981,0.389999986,0.107000001,0.093000002,0.077,5.035999775,0.230000004,55.89199829,38.66400146,8.270999908,0.136700004,34.69400024,1.06400001,28.56599998,22.31599998,15.5539999,13.01200008,service vessel,1,Southeast U.S.,32104,256.971454,South Carolina Aquarium,52.24619741,2015,9,1,,,,,,,,,50,100
Researcher - Edisto Offshore Reef,,ship,USA, South Carolina,North Atlantic Ocean,24,32.2493,-79.84242,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,399,0.000607,0.799000025,0.649999976,0.476999998,0.321999997,0.637000024,0.519999981,0.389999986,0.107000001,0.093000002,0.077,5.035999775,0.230000004,55.89199829,38.66400146,8.270999908,0.136700004,34.69400024,1.06400001,28.56599998,22.31599998,15.5539999,13.01200008,other,1,Southeast U.S.,32104,335.421182,South Carolina Aquarium,60.5804437,2015,9,1,,,,,,,,,,
Edisto Offshore Reef,,deck barge,USA, South Carolina,North Atlantic Ocean,24,32.24875,-79.83925,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,400,0.000607,0.799000025,0.649999976,0.476999998,0.321999997,0.637000024,0.519999981,0.389999986,0.107000001,0.093000002,0.077,5.035999775,0.230000004,55.89199829,38.66400146,8.270999908,0.136700004,34.69400024,1.06400001,28.56599998,22.31599998,15.5539999,13.01200008,service vessel,1,Southeast U.S.,32104,335.250977,South Carolina Aquarium,60.68016334,2015,9,1,,,,,,,,,,
Waban - Edisto Offshore Reef,,tugboat,USA, South Carolina,North Atlantic Ocean,24,32.23573,-79.84642,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,401,0.000607,0.799000025,0.649999976,0.476999998,0.321999997,0.637000024,0.519999981,0.389999986,0.107000001,0.093000002,0.077,5.035999775,0.230000004,55.89199829,38.66400146,8.270999908,0.136700004,34.69400024,1.06400001,28.56599998,22.31599998,15.5539999,13.01200008,service vessel,1,Southeast U.S.,32104,336.745845,South Carolina Aquarium,62.0265802,2015,9,1,,,,,,,,,50,100
Forgiven - Edisto Offshore Reef,,trawler,USA, South Carolina,North Atlantic Ocean,24,32.2418,-79.84097,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,402,0.008184,4.737999916,4.092999935,3.430000067,1.307999969,0.606999993,0.441000015,0.338,0.259000003,0.246000007,0.226999998,5.204999924,0.215000004,55.72399902,38.52099991,8.277000427,0.165000007,33.16600037,1.078999996,28.91300011,21.48600006,12.72700024,16.18600082,fishing vessel,1,Southeast U.S.,32104,335.90742,South Carolina Aquarium,61.42281409,2015,9,1,,,,,,,,,,
Fripp Island Reef,,deck barge,USA, South Carolina,North Atlantic Ocean,14,32.25983,-80.37417,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,403,0.008184,4.737999916,4.092999935,3.430000067,1.307999969,0.606999993,0.441000015,0.338,0.259000003,0.246000007,0.226999998,5.204999924,0.215000004,55.72399902,38.52099991,8.277000427,0.165000007,33.16600037,1.078999996,28.91300011,21.48600006,12.72700024,16.18600082,service vessel,1,Southeast U.S.,32104,371.99785,South Carolina Aquarium,72.41028195,2015,9,1,,,,,,,,,,
Fripp Island Reef,,deck barge,USA, South Carolina,North Atlantic Ocean,14,32.2568,-80.37345,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,404,0.008184,4.737999916,4.092999935,3.430000067,1.307999969,0.606999993,0.441000015,0.338,0.259000003,0.246000007,0.226999998,5.204999924,0.215000004,55.72399902,38.52099991,8.277000427,0.165000007,33.16600037,1.078999996,28.91300011,21.48600006,12.72700024,16.18600082,service vessel,1,Southeast U.S.,32104,372.157943,South Carolina Aquarium,72.64510057,2015,9,1,,,,,,,,,,
Fripp Island Reef,,deck barge,USA, South Carolina,North Atlantic Ocean,14,32.25672,-80.37262,,09-2015,http://www.dnr.sc.gov/artificialreefs/docs/ReefGuide2015.pdf,,USA,840,US-SC,405,0.008184,4.737999916,4.092999935,3.430000067,1.307999969,0.606999993,0.441000015,0.338,0.259000003,0.246000007,0.226999998,5.204999924,0.215000004,55.72399902,38.52099991,8.277000427,0.165000007,33.16600037,1.078999996,28.91300011,21.48600006,12.72700024,16.18600082,service vessel,1,Southeast U.S.,32104,372.103025,South Carolina Aquarium,72.60724214,2015,9,1,,,,,,,,,,
